x	xend	y	yend
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	30.6934125	-0.401032294177412	-0.401032294177412
30.6934125	31.3760565	-0.715485866755755	-0.715485866755755
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	29.3521765	-0.433405078395098	-0.433405078395098
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	31.3760565	-0.490835627206223	-0.490835627206223
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	29.3521765	-0.433405078395098	-0.433405078395098
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	30.6934125	-0.415952214023045	-0.415952214023045
30.6934125	31.3760565	-0.715485866755755	-0.715485866755755
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	9.8147825	-0.520062592396834	-0.520062592396834
9.8147825	12.7438475	-0.407136397705418	-0.407136397705418
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	29.3521765	-0.433405078395098	-0.433405078395098
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	30.6934125	-0.415952214023045	-0.415952214023045
30.6934125	31.3760565	-0.715485866755755	-0.715485866755755
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
2.2157475	9.8147825	-0.520062592396834	-0.520062592396834
9.8147825	12.7438475	-0.407136397705418	-0.407136397705418
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	21.7892915	-0.298937989031123	-0.298937989031123
21.7892915	29.3521765	-0.471824246784805	-0.471824246784805
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	30.6934125	-0.415952214023045	-0.415952214023045
30.6934125	31.3760565	-0.715485866755755	-0.715485866755755
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
0.3591335	0.9299265	-0.352915787371046	-0.352915787371046
0.9299265	2.2157475	-0.0679388286565756	-0.0679388286565756
2.2157475	9.8147825	-0.520062592396834	-0.520062592396834
9.8147825	12.7438475	-0.407136397705418	-0.407136397705418
12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
18.2514195	21.7892915	-0.298937989031123	-0.298937989031123
21.7892915	29.3521765	-0.471824246784805	-0.471824246784805
29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
29.9905805	30.6934125	-0.415952214023045	-0.415952214023045
30.6934125	31.3760565	-0.715485866755755	-0.715485866755755
31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
